Variable Type,Category Name,Activity,Variable Value,Unit,Year,Assoc. Gas,Uncertainty (Max),Uncertainty (Min),NK,Uncertainty Type,Region,Notes
EF,Solid waste disposal on land,Waste,0,Gg,2013,CH4,,,,,,"Assumed 1 (Emission = EF).  See Waste model ""IPCC_Waste_Model - 00-12-rev3"" for emissions calculation"
EF,Biological treatment of waste (composting and AD),Waste,0,Gg,2000,CH4,,,,,,"Assumed 1 (Emission = EF).  See Waste model ""IPCC_Waste_Model - 00-12-rev3"" for emissions calculation"
EF,Biological treatment of waste (composting and AD),Waste,0,Gg,2001,CH4,,,,,,"Assumed 1 (Emission = EF).  See Waste model ""IPCC_Waste_Model - 00-12-rev3"" for emissions calculation"
EF,Biological treatment of waste (composting and AD),Waste,0,Gg,2002,CH4,,,,,,"Assumed 1 (Emission = EF).  See Waste model ""IPCC_Waste_Model - 00-12-rev3"" for emissions calculation"
EF,Biological treatment of waste (composting and AD),Waste,0,Gg,2003,CH4,,,,,,"Assumed 1 (Emission = EF).  See Waste model ""IPCC_Waste_Model - 00-12-rev3"" for emissions calculation"
EF,Biological treatment of waste (composting and AD),Waste,0,Gg,2004,CH4,,,,,,"Assumed 1 (Emission = EF).  See Waste model ""IPCC_Waste_Model - 00-12-rev3"" for emissions calculation"
EF,Biological treatment of waste (composting and AD),Waste,0,Gg,2005,CH4,,,,,,"Assumed 1 (Emission = EF).  See Waste model ""IPCC_Waste_Model - 00-12-rev3"" for emissions calculation"
EF,Biological treatment of waste (composting and AD),Waste,3.62E-05,Gg,2006,CH4,,,,,,"Assumed 1 (Emission = EF).  See Waste model ""IPCC_Waste_Model - 00-12-rev3"" for emissions calculation"
EF,Biological treatment of waste (composting and AD),Waste,3.85E-05,Gg,2007,CH4,,,,,,"Assumed 1 (Emission = EF).  See Waste model ""IPCC_Waste_Model - 00-12-rev3"" for emissions calculation"
EF,Biological treatment of waste (composting and AD),Waste,4.09E-05,Gg,2008,CH4,,,,,,"Assumed 1 (Emission = EF).  See Waste model ""IPCC_Waste_Model - 00-12-rev3"" for emissions calculation"
EF,Biological treatment of waste (composting and AD),Waste,4.32E-05,Gg,2009,CH4,,,,,,"Assumed 1 (Emission = EF).  See Waste model ""IPCC_Waste_Model - 00-12-rev3"" for emissions calculation"
EF,Biological treatment of waste (composting and AD),Waste,4.55E-05,Gg,2010,CH4,,,,,,"Assumed 1 (Emission = EF).  See Waste model ""IPCC_Waste_Model - 00-12-rev3"" for emissions calculation"
EF,Biological treatment of waste (composting and AD),Waste,4.79E-05,Gg,2011,CH4,,,,,,"Assumed 1 (Emission = EF).  See Waste model ""IPCC_Waste_Model - 00-12-rev3"" for emissions calculation"
EF,Biological treatment of waste (composting and AD),Waste,5.02E-05,Gg,2012,CH4,,,,,,"Assumed 1 (Emission = EF).  See Waste model ""IPCC_Waste_Model - 00-12-rev3"" for emissions calculation"
EF,Biological treatment of waste (composting and AD),Waste,5.02E-05,Gg,2013,CH4,,,,,,"Assumed 1 (Emission = EF).  See Waste model ""IPCC_Waste_Model - 00-12-rev3"" for emissions calculation"
EF,Waste incineration,Waste,0.00006,Gg,All,CH4,,,,,,"Assumed 1 (Emission = EF).  See Waste incineration model ""Waste_Burning_and_Incineration-00-12_v3_ES"" Medical waste + industrial waste for emissions calculation"
EF,Open burning of waste (backyards),Waste,0,Gg,2000,CH4,,,,,,"Assumed 1 (Emission = EF).  See Waste incineration model ""Waste_Burning_and_Incineration-00-12_v3_ES"" for emissions calculation"
EF,Open burning of waste (backyards),Waste,0,Gg,2001,CH4,,,,,,"Assumed 1 (Emission = EF).  See Waste incineration model ""Waste_Burning_and_Incineration-00-12_v3_ES"" for emissions calculation"
EF,Open burning of waste (backyards),Waste,0,Gg,2002,CH4,,,,,,"Assumed 1 (Emission = EF).  See Waste incineration model ""Waste_Burning_and_Incineration-00-12_v3_ES"" for emissions calculation"
EF,Open burning of waste (backyards),Waste,0,Gg,2003,CH4,,,,,,"Assumed 1 (Emission = EF).  See Waste incineration model ""Waste_Burning_and_Incineration-00-12_v3_ES"" for emissions calculation"
EF,Open burning of waste (backyards),Waste,0,Gg,2004,CH4,,,,,,"Assumed 1 (Emission = EF).  See Waste incineration model ""Waste_Burning_and_Incineration-00-12_v3_ES"" for emissions calculation"
EF,Open burning of waste (backyards),Waste,0,Gg,2005,CH4,,,,,,"Assumed 1 (Emission = EF).  See Waste incineration model ""Waste_Burning_and_Incineration-00-12_v3_ES"" for emissions calculation"
EF,Open burning of waste (backyards),Waste,0.044036571,Gg,2006,CH4,,,,,,"Assumed 1 (Emission = EF).  See Waste incineration model ""Waste_Burning_and_Incineration-00-12_v3_ES"" for emissions calculation"
EF,Open burning of waste (backyards),Waste,0.044036571,Gg,2007,CH4,,,,,,"Assumed 1 (Emission = EF).  See Waste incineration model ""Waste_Burning_and_Incineration-00-12_v3_ES"" for emissions calculation"
EF,Open burning of waste (backyards),Waste,0.022018286,Gg,2008,CH4,,,,,,"Assumed 1 (Emission = EF).  See Waste incineration model ""Waste_Burning_and_Incineration-00-12_v3_ES"" for emissions calculation"
EF,Open burning of waste (backyards),Waste,0.044036571,Gg,2009,CH4,,,,,,"Assumed 1 (Emission = EF).  See Waste incineration model ""Waste_Burning_and_Incineration-00-12_v3_ES"" for emissions calculation"
EF,Open burning of waste (backyards),Waste,0.037083429,Gg,2010,CH4,,,,,,"Assumed 1 (Emission = EF).  See Waste incineration model ""Waste_Burning_and_Incineration-00-12_v3_ES"" for emissions calculation"
EF,Open burning of waste (backyards),Waste,0.037083429,Gg,2011,CH4,,,,,,"Assumed 1 (Emission = EF).  See Waste incineration model ""Waste_Burning_and_Incineration-00-12_v3_ES"" for emissions calculation"
EF,Open burning of waste (backyards),Waste,0.037083429,Gg,2012,CH4,,,,,,"Assumed 1 (Emission = EF).  See Waste incineration model ""Waste_Burning_and_Incineration-00-12_v3_ES"" for emissions calculation"
EF,Open burning of waste (backyards),Waste,#DIV/0!,Gg,2013,CH4,,,,,,"Assumed 1 (Emission = EF).  See Waste incineration model ""Waste_Burning_and_Incineration-00-12_v3_ES"" for emissions calculation"
EF,Open burning of waste (landfills),Waste,0.0065,Gg,All,CH4,,,,,,"Assumed 1 (Emission = EF).  See Waste incineration model ""Waste_Burning_and_Incineration-00-12_v3_ES"" for emissions calculation"
EF,Domestic wastewater handling,Waste,0,Gg,2000,CH4,,,,,,"Assumed 1 (Emission = EF).  See Waste model ""Industrial_wastewater_00-12_v2_ES"" for emissions calculation"
EF,Domestic wastewater handling,Waste,0,Gg,2001,CH4,,,,,,"Assumed 1 (Emission = EF).  See Waste model ""Industrial_wastewater_00-12_v2_ES"" for emissions calculation"
EF,Domestic wastewater handling,Waste,0,Gg,2002,CH4,,,,,,"Assumed 1 (Emission = EF).  See Waste model ""Industrial_wastewater_00-12_v2_ES"" for emissions calculation"
EF,Domestic wastewater handling,Waste,0,Gg,2003,CH4,,,,,,"Assumed 1 (Emission = EF).  See Waste model ""Industrial_wastewater_00-12_v2_ES"" for emissions calculation"
EF,Domestic wastewater handling,Waste,0,Gg,2004,CH4,,,,,,"Assumed 1 (Emission = EF).  See Waste model ""Industrial_wastewater_00-12_v2_ES"" for emissions calculation"
EF,Domestic wastewater handling,Waste,0,Gg,2005,CH4,,,,,,"Assumed 1 (Emission = EF).  See Waste model ""Industrial_wastewater_00-12_v2_ES"" for emissions calculation"
EF,Domestic wastewater handling,Waste,1.880955365,Gg,2006,CH4,,,,,,"Assumed 1 (Emission = EF).  See Waste model ""Industrial_wastewater_00-12_v2_ES"" for emissions calculation"
EF,Domestic wastewater handling,Waste,2.427151836,Gg,2007,CH4,,,,,,"Assumed 1 (Emission = EF).  See Waste model ""Industrial_wastewater_00-12_v2_ES"" for emissions calculation"
EF,Domestic wastewater handling,Waste,2.05458074,Gg,2008,CH4,,,,,,"Assumed 1 (Emission = EF).  See Waste model ""Industrial_wastewater_00-12_v2_ES"" for emissions calculation"
EF,Domestic wastewater handling,Waste,1.804492388,Gg,2009,CH4,,,,,,"Assumed 1 (Emission = EF).  See Waste model ""Industrial_wastewater_00-12_v2_ES"" for emissions calculation"
EF,Domestic wastewater handling,Waste,1.615050739,Gg,2010,CH4,,,,,,"Assumed 1 (Emission = EF).  See Waste model ""Industrial_wastewater_00-12_v2_ES"" for emissions calculation"
EF,Domestic wastewater handling,Waste,1.597038398,Gg,2011,CH4,,,,,,"Assumed 1 (Emission = EF).  See Waste model ""Industrial_wastewater_00-12_v2_ES"" for emissions calculation"
EF,Domestic wastewater handling,Waste,1.515126925,Gg,2012,CH4,,,,,,"Assumed 1 (Emission = EF).  See Waste model ""Industrial_wastewater_00-12_v2_ES"" for emissions calculation"
EF,Domestic wastewater handling,Waste,0,Gg,2013,CH4,,,,,,"Assumed 1 (Emission = EF).  See Waste model ""Industrial_wastewater_00-12_v2_ES"" for emissions calculation"
EF,Industrial wastewater handling,Waste,0,Gg,2000,CH4,,,,,,"Assumed 1 (Emission = EF).  See Waste model ""Domestic_wastewater_00-12_v2_ES"" for emissions calculation"
EF,Industrial wastewater handling,Waste,0,Gg,2001,CH4,,,,,,"Assumed 1 (Emission = EF).  See Waste model ""Domestic_wastewater_00-12_v2_ES"" for emissions calculation"
EF,Industrial wastewater handling,Waste,0,Gg,2002,CH4,,,,,,"Assumed 1 (Emission = EF).  See Waste model ""Domestic_wastewater_00-12_v2_ES"" for emissions calculation"
EF,Industrial wastewater handling,Waste,0,Gg,2003,CH4,,,,,,"Assumed 1 (Emission = EF).  See Waste model ""Domestic_wastewater_00-12_v2_ES"" for emissions calculation"
EF,Industrial wastewater handling,Waste,0,Gg,2004,CH4,,,,,,"Assumed 1 (Emission = EF).  See Waste model ""Domestic_wastewater_00-12_v2_ES"" for emissions calculation"
EF,Industrial wastewater handling,Waste,0,Gg,2005,CH4,,,,,,"Assumed 1 (Emission = EF).  See Waste model ""Domestic_wastewater_00-12_v2_ES"" for emissions calculation"
EF,Industrial wastewater handling,Waste,2.80325228,Gg,2006,CH4,,,,,,"Assumed 1 (Emission = EF).  See Waste model ""Domestic_wastewater_00-12_v2_ES"" for emissions calculation"
EF,Industrial wastewater handling,Waste,1.712069859,Gg,2007,CH4,,,,,,"Assumed 1 (Emission = EF).  See Waste model ""Domestic_wastewater_00-12_v2_ES"" for emissions calculation"
EF,Industrial wastewater handling,Waste,1.739833197,Gg,2008,CH4,,,,,,"Assumed 1 (Emission = EF).  See Waste model ""Domestic_wastewater_00-12_v2_ES"" for emissions calculation"
EF,Industrial wastewater handling,Waste,1.867782758,Gg,2009,CH4,,,,,,"Assumed 1 (Emission = EF).  See Waste model ""Domestic_wastewater_00-12_v2_ES"" for emissions calculation"
EF,Industrial wastewater handling,Waste,1.732583681,Gg,2010,CH4,,,,,,"Assumed 1 (Emission = EF).  See Waste model ""Domestic_wastewater_00-12_v2_ES"" for emissions calculation"
EF,Industrial wastewater handling,Waste,2.042296057,Gg,2011,CH4,,,,,,"Assumed 1 (Emission = EF).  See Waste model ""Domestic_wastewater_00-12_v2_ES"" for emissions calculation"
EF,Industrial wastewater handling,Waste,2.11414201,Gg,2012,CH4,,,,,,"Assumed 1 (Emission = EF).  See Waste model ""Domestic_wastewater_00-12_v2_ES"" for emissions calculation"
EF,Industrial wastewater handling,Waste,#DIV/0!,Gg,2013,CH4,,,,,,"Assumed 1 (Emission = EF).  See Waste model ""Domestic_wastewater_00-12_v2_ES"" for emissions calculation"
EF,Solid waste disposal on land,Waste,0,Gg,2000,N2O,,,,,,"Assumed 1 (Emission = EF).  See Waste model ""IPCC_Waste_Model - 00-12-rev3"" for emissions calculation"
EF,Solid waste disposal on land,Waste,0,Gg,2001,N2O,,,,,,"Assumed 1 (Emission = EF).  See Waste model ""IPCC_Waste_Model - 00-12-rev3"" for emissions calculation"
EF,Solid waste disposal on land,Waste,0,Gg,2002,N2O,,,,,,"Assumed 1 (Emission = EF).  See Waste model ""IPCC_Waste_Model - 00-12-rev3"" for emissions calculation"
EF,Solid waste disposal on land,Waste,0,Gg,2003,N2O,,,,,,"Assumed 1 (Emission = EF).  See Waste model ""IPCC_Waste_Model - 00-12-rev3"" for emissions calculation"
EF,Solid waste disposal on land,Waste,0,Gg,2004,N2O,,,,,,"Assumed 1 (Emission = EF).  See Waste model ""IPCC_Waste_Model - 00-12-rev3"" for emissions calculation"
EF,Solid waste disposal on land,Waste,0,Gg,2005,N2O,,,,,,"Assumed 1 (Emission = EF).  See Waste model ""IPCC_Waste_Model - 00-12-rev3"" for emissions calculation"
EF,Solid waste disposal on land,Waste,0,Gg,2006,N2O,,,,,,"Assumed 1 (Emission = EF).  See Waste model ""IPCC_Waste_Model - 00-12-rev3"" for emissions calculation"
EF,Solid waste disposal on land,Waste,0,Gg,2007,N2O,,,,,,"Assumed 1 (Emission = EF).  See Waste model ""IPCC_Waste_Model - 00-12-rev3"" for emissions calculation"
EF,Solid waste disposal on land,Waste,0,Gg,2008,N2O,,,,,,"Assumed 1 (Emission = EF).  See Waste model ""IPCC_Waste_Model - 00-12-rev3"" for emissions calculation"
EF,Solid waste disposal on land,Waste,0,Gg,2009,N2O,,,,,,"Assumed 1 (Emission = EF).  See Waste model ""IPCC_Waste_Model - 00-12-rev3"" for emissions calculation"
EF,Solid waste disposal on land,Waste,0,Gg,2010,N2O,,,,,,"Assumed 1 (Emission = EF).  See Waste model ""IPCC_Waste_Model - 00-12-rev3"" for emissions calculation"
EF,Solid waste disposal on land,Waste,0,Gg,2011,N2O,,,,,,"Assumed 1 (Emission = EF).  See Waste model ""IPCC_Waste_Model - 00-12-rev3"" for emissions calculation"
EF,Solid waste disposal on land,Waste,0,Gg,2012,N2O,,,,,,"Assumed 1 (Emission = EF).  See Waste model ""IPCC_Waste_Model - 00-12-rev3"" for emissions calculation"
EF,Solid waste disposal on land,Waste,0,Gg,2013,N2O,,,,,,"Assumed 1 (Emission = EF).  See Waste model ""IPCC_Waste_Model - 00-12-rev3"" for emissions calculation"
EF,Biological treatment of waste (composting and AD),Waste,0,Gg,2000,N2O,,,,,,"Assumed 1 (Emission = EF).  See Waste model ""IPCC_Waste_Model - 00-12-rev3"" for emissions calculation"
EF,Biological treatment of waste (composting and AD),Waste,0,Gg,2001,N2O,,,,,,"Assumed 1 (Emission = EF).  See Waste model ""IPCC_Waste_Model - 00-12-rev3"" for emissions calculation"
EF,Biological treatment of waste (composting and AD),Waste,0,Gg,2002,N2O,,,,,,"Assumed 1 (Emission = EF).  See Waste model ""IPCC_Waste_Model - 00-12-rev3"" for emissions calculation"
EF,Biological treatment of waste (composting and AD),Waste,0,Gg,2003,N2O,,,,,,"Assumed 1 (Emission = EF).  See Waste model ""IPCC_Waste_Model - 00-12-rev3"" for emissions calculation"
EF,Biological treatment of waste (composting and AD),Waste,0,Gg,2004,N2O,,,,,,"Assumed 1 (Emission = EF).  See Waste model ""IPCC_Waste_Model - 00-12-rev3"" for emissions calculation"
EF,Biological treatment of waste (composting and AD),Waste,0,Gg,2005,N2O,,,,,,"Assumed 1 (Emission = EF).  See Waste model ""IPCC_Waste_Model - 00-12-rev3"" for emissions calculation"
EF,Biological treatment of waste (composting and AD),Waste,0,Gg,2006,N2O,,,,,,"Assumed 1 (Emission = EF).  See Waste model ""IPCC_Waste_Model - 00-12-rev3"" for emissions calculation"
EF,Biological treatment of waste (composting and AD),Waste,0,Gg,2007,N2O,,,,,,"Assumed 1 (Emission = EF).  See Waste model ""IPCC_Waste_Model - 00-12-rev3"" for emissions calculation"
EF,Biological treatment of waste (composting and AD),Waste,0,Gg,2008,N2O,,,,,,"Assumed 1 (Emission = EF).  See Waste model ""IPCC_Waste_Model - 00-12-rev3"" for emissions calculation"
EF,Biological treatment of waste (composting and AD),Waste,0,Gg,2009,N2O,,,,,,"Assumed 1 (Emission = EF).  See Waste model ""IPCC_Waste_Model - 00-12-rev3"" for emissions calculation"
EF,Waste incineration,Waste,0.0001,Gg,All,N2O,,,,,,"Assumed 1 (Emission = EF).  See Waste incineration model ""Waste_Burning_and_Incineration-00-12_v3_ES"" Medical waste + industrial waste for emissions calculation"
EF,Open burning of waste (backyards),Waste,0,Gg,2000,N2O,,,,,,"Assumed 1 (Emission = EF).  See Waste incineration model ""Waste_Burning_and_Incineration-00-12_v3_ES"" for emissions calculation"
EF,Open burning of waste (backyards),Waste,0.00015,Gg,All,N2O,,,,,,"Assumed 1 (Emission = EF).  See Waste incineration model ""Waste_Burning_and_Incineration-00-12_v3_ES"" for emissions calculation"
EF,Open burning of waste (landfills),Waste,0.00015,Gg,All,N2O,,,,,,"Assumed 1 (Emission = EF).  See Waste incineration model ""Waste_Burning_and_Incineration-00-12_v3_ES"" for emissions calculation"
EF,Domestic wastewater handling,Waste,0,Gg,2000,N2O,,,,,,"Assumed 1 (Emission = EF).  See Waste model ""Industrial_wastewater_00-12_v2_ES"" for emissions calculation"
EF,Domestic wastewater handling,Waste,0,Gg,2001,N2O,,,,,,"Assumed 1 (Emission = EF).  See Waste model ""Industrial_wastewater_00-12_v2_ES"" for emissions calculation"
EF,Domestic wastewater handling,Waste,0,Gg,2002,N2O,,,,,,"Assumed 1 (Emission = EF).  See Waste model ""Industrial_wastewater_00-12_v2_ES"" for emissions calculation"
EF,Domestic wastewater handling,Waste,0,Gg,2003,N2O,,,,,,"Assumed 1 (Emission = EF).  See Waste model ""Industrial_wastewater_00-12_v2_ES"" for emissions calculation"
EF,Domestic wastewater handling,Waste,0,Gg,2004,N2O,,,,,,"Assumed 1 (Emission = EF).  See Waste model ""Industrial_wastewater_00-12_v2_ES"" for emissions calculation"
EF,Domestic wastewater handling,Waste,0,Gg,2005,N2O,,,,,,"Assumed 1 (Emission = EF).  See Waste model ""Industrial_wastewater_00-12_v2_ES"" for emissions calculation"
EF,Domestic wastewater handling,Waste,0.130794824,Gg,2006,N2O,,,,,,"Assumed 1 (Emission = EF).  See Waste model ""Industrial_wastewater_00-12_v2_ES"" for emissions calculation"
EF,Domestic wastewater handling,Waste,0.131259488,Gg,2007,N2O,,,,,,"Assumed 1 (Emission = EF).  See Waste model ""Industrial_wastewater_00-12_v2_ES"" for emissions calculation"
EF,Domestic wastewater handling,Waste,0.131725234,Gg,2008,N2O,,,,,,"Assumed 1 (Emission = EF).  See Waste model ""Industrial_wastewater_00-12_v2_ES"" for emissions calculation"
EF,Domestic wastewater handling,Waste,0.13049501,Gg,2009,N2O,,,,,,"Assumed 1 (Emission = EF).  See Waste model ""Industrial_wastewater_00-12_v2_ES"" for emissions calculation"
EF,Domestic wastewater handling,Waste,0.130953522,Gg,2010,N2O,,,,,,"Assumed 1 (Emission = EF).  See Waste model ""Industrial_wastewater_00-12_v2_ES"" for emissions calculation"
EF,Domestic wastewater handling,Waste,0.131370837,Gg,2011,N2O,,,,,,"Assumed 1 (Emission = EF).  See Waste model ""Industrial_wastewater_00-12_v2_ES"" for emissions calculation"
EF,Domestic wastewater handling,Waste,0.131727571,Gg,2012,N2O,,,,,,"Assumed 1 (Emission = EF).  See Waste model ""Industrial_wastewater_00-12_v2_ES"" for emissions calculation"
EF,Domestic wastewater handling,Waste,0,Gg,2013,N2O,,,,,,"Assumed 1 (Emission = EF).  See Waste model ""Industrial_wastewater_00-12_v2_ES"" for emissions calculation"
EF,Industrial wastewater handling,Waste,0,Gg,2000,N2O,,,,,,"Assumed 1 (Emission = EF).  See Waste model ""Domestic_wastewater_00-12_v2_ES"" for emissions calculation"
EF,Industrial wastewater handling,Waste,0,Gg,2001,N2O,,,,,,"Assumed 1 (Emission = EF).  See Waste model ""Domestic_wastewater_00-12_v2_ES"" for emissions calculation"
EF,Industrial wastewater handling,Waste,0,Gg,2002,N2O,,,,,,"Assumed 1 (Emission = EF).  See Waste model ""Domestic_wastewater_00-12_v2_ES"" for emissions calculation"
EF,Industrial wastewater handling,Waste,0,Gg,2003,N2O,,,,,,"Assumed 1 (Emission = EF).  See Waste model ""Domestic_wastewater_00-12_v2_ES"" for emissions calculation"
EF,Industrial wastewater handling,Waste,0,Gg,2004,N2O,,,,,,"Assumed 1 (Emission = EF).  See Waste model ""Domestic_wastewater_00-12_v2_ES"" for emissions calculation"
EF,Industrial wastewater handling,Waste,0,Gg,2005,N2O,,,,,,"Assumed 1 (Emission = EF).  See Waste model ""Domestic_wastewater_00-12_v2_ES"" for emissions calculation"
EF,Industrial wastewater handling,Waste,0,Gg,2006,N2O,,,,,,"Assumed 1 (Emission = EF).  See Waste model ""Domestic_wastewater_00-12_v2_ES"" for emissions calculation"
EF,Industrial wastewater handling,Waste,0,Gg,2007,N2O,,,,,,"Assumed 1 (Emission = EF).  See Waste model ""Domestic_wastewater_00-12_v2_ES"" for emissions calculation"
EF,Industrial wastewater handling,Waste,0,Gg,2008,N2O,,,,,,"Assumed 1 (Emission = EF).  See Waste model ""Domestic_wastewater_00-12_v2_ES"" for emissions calculation"
EF,Industrial wastewater handling,Waste,0,Gg,2009,N2O,,,,,,"Assumed 1 (Emission = EF).  See Waste model ""Domestic_wastewater_00-12_v2_ES"" for emissions calculation"
EF,Industrial wastewater handling,Waste,0,Gg,2010,N2O,,,,,,"Assumed 1 (Emission = EF).  See Waste model ""Domestic_wastewater_00-12_v2_ES"" for emissions calculation"
EF,Industrial wastewater handling,Waste,0,Gg,2011,N2O,,,,,,"Assumed 1 (Emission = EF).  See Waste model ""Domestic_wastewater_00-12_v2_ES"" for emissions calculation"
EF,Industrial wastewater handling,Waste,0,Gg,2012,N2O,,,,,,"Assumed 1 (Emission = EF).  See Waste model ""Domestic_wastewater_00-12_v2_ES"" for emissions calculation"
EF,Industrial wastewater handling,Waste,0,Gg,2013,N2O,,,,,,"Assumed 1 (Emission = EF).  See Waste model ""Domestic_wastewater_00-12_v2_ES"" for emissions calculation"